"DOWNTIME_ID","START_TIME","END_TIME","MACHINE_NO","REASON","NOTES"
"4037","12-MAY-21 01.34.19.000000 PM UTC","12-MAY-21 01.35.33.000000 PM UTC","5","Productivity loss",""
"4039","12-MAY-21 01.35.54.000000 PM UTC","12-MAY-21 01.37.22.000000 PM UTC","7","Productivity loss",""
"4047","12-MAY-21 01.41.36.000000 PM UTC","12-MAY-21 01.42.26.000000 PM UTC","8","Productivity loss",""
"4051","12-MAY-21 01.43.24.000000 PM UTC","12-MAY-21 01.45.36.000000 PM UTC","4","Productivity loss",""
"4055","12-MAY-21 01.47.07.000000 PM UTC","12-MAY-21 01.48.43.000000 PM UTC","4","Productivity loss",""
"4057","12-MAY-21 01.49.58.000000 PM UTC","12-MAY-21 01.50.53.000000 PM UTC","1","Productivity loss",""
"4063","12-MAY-21 01.54.12.000000 PM UTC","12-MAY-21 01.57.07.000000 PM UTC","5","Productivity loss",""
"4064","12-MAY-21 01.52.12.000000 PM UTC","12-MAY-21 01.57.54.000000 PM UTC","3","",""
"4066","12-MAY-21 01.55.45.000000 PM UTC","12-MAY-21 01.58.32.000000 PM UTC","8","Productivity loss",""
"4067","12-MAY-21 01.58.05.000000 PM UTC","12-MAY-21 01.58.49.000000 PM UTC","5","Productivity loss",""
"4068","12-MAY-21 01.58.37.000000 PM UTC","12-MAY-21 01.59.51.000000 PM UTC","8","Productivity loss",""
"4070","12-MAY-21 02.00.16.000000 PM UTC","12-MAY-21 02.00.57.000000 PM UTC","8","Productivity loss",""
"4074","12-MAY-21 02.01.37.000000 PM UTC","12-MAY-21 02.05.22.000000 PM UTC","7","Productivity loss",""
"4076","12-MAY-21 02.08.05.000000 PM UTC","12-MAY-21 02.08.53.000000 PM UTC","7","Productivity loss",""
"4078","12-MAY-21 02.09.26.000000 PM UTC","12-MAY-21 02.11.00.000000 PM UTC","8","Productivity loss",""
"4080","12-MAY-21 01.52.19.000000 PM UTC","12-MAY-21 02.15.42.000000 PM UTC","4","",""
"4083","12-MAY-21 02.14.34.000000 PM UTC","12-MAY-21 02.16.12.000000 PM UTC","8","Productivity loss",""
"4084","12-MAY-21 02.15.58.000000 PM UTC","12-MAY-21 02.16.41.000000 PM UTC","1","Productivity loss",""
"4085","12-MAY-21 02.16.40.000000 PM UTC","12-MAY-21 02.17.32.000000 PM UTC","8","Productivity loss",""
"4087","12-MAY-21 02.21.54.000000 PM UTC","12-MAY-21 02.22.50.000000 PM UTC","7","Productivity loss",""
"4091","12-MAY-21 02.24.10.000000 PM UTC","12-MAY-21 02.25.00.000000 PM UTC","5","Productivity loss",""
"4094","12-MAY-21 02.26.07.000000 PM UTC","12-MAY-21 02.27.29.000000 PM UTC","8","Productivity loss",""
"4095","12-MAY-21 02.27.03.000000 PM UTC","12-MAY-21 02.28.47.000000 PM UTC","2","Productivity loss",""
"4096","12-MAY-21 02.28.13.000000 PM UTC","12-MAY-21 02.29.03.000000 PM UTC","4","Productivity loss",""
"4097","12-MAY-21 02.27.30.000000 PM UTC","12-MAY-21 02.29.19.000000 PM UTC","8","Productivity loss",""
"4101","12-MAY-21 02.31.13.000000 PM UTC","12-MAY-21 02.31.54.000000 PM UTC","8","Productivity loss",""
"4102","12-MAY-21 02.31.54.000000 PM UTC","12-MAY-21 02.32.41.000000 PM UTC","8","Productivity loss",""
"4109","12-MAY-21 02.42.26.000000 PM UTC","12-MAY-21 02.43.25.000000 PM UTC","5","Productivity loss",""
"4110","12-MAY-21 02.44.03.000000 PM UTC","12-MAY-21 02.44.47.000000 PM UTC","1","Productivity loss",""
"4111","12-MAY-21 02.41.30.000000 PM UTC","12-MAY-21 02.51.52.000000 PM UTC","8","",""
"4113","12-MAY-21 02.52.23.000000 PM UTC","12-MAY-21 02.53.36.000000 PM UTC","4","Productivity loss",""
"4114","12-MAY-21 02.52.51.000000 PM UTC","12-MAY-21 02.53.37.000000 PM UTC","8","Productivity loss",""
"4118","12-MAY-21 02.56.06.000000 PM UTC","12-MAY-21 02.56.51.000000 PM UTC","7","Productivity loss",""
"4120","12-MAY-21 02.57.05.000000 PM UTC","12-MAY-21 02.57.47.000000 PM UTC","5","Productivity loss",""
"4122","12-MAY-21 02.57.45.000000 PM UTC","12-MAY-21 03.00.59.000000 PM UTC","7","Productivity loss",""
"4125","12-MAY-21 03.04.51.000000 PM UTC","12-MAY-21 03.05.43.000000 PM UTC","4","Productivity loss",""
"4131","12-MAY-21 03.04.51.000000 PM UTC","12-MAY-21 03.08.04.000000 PM UTC","3","Productivity loss",""
"4132","12-MAY-21 03.11.26.000000 PM UTC","12-MAY-21 03.13.16.000000 PM UTC","2","Productivity loss",""
"4135","12-MAY-21 03.11.29.000000 PM UTC","12-MAY-21 03.13.44.000000 PM UTC","1","Productivity loss",""
"4138","12-MAY-21 03.14.50.000000 PM UTC","12-MAY-21 03.16.51.000000 PM UTC","8","Productivity loss",""
"4142","12-MAY-21 03.26.28.000000 PM UTC","12-MAY-21 03.27.13.000000 PM UTC","8","Productivity loss",""
"4147","12-MAY-21 03.32.50.000000 PM UTC","12-MAY-21 03.34.06.000000 PM UTC","7","Productivity loss",""
"4151","12-MAY-21 03.35.59.000000 PM UTC","12-MAY-21 03.36.41.000000 PM UTC","3","Productivity loss",""
"4163","12-MAY-21 04.43.43.000000 PM UTC","12-MAY-21 04.45.58.000000 PM UTC","5","Productivity loss",""
"4165","12-MAY-21 04.59.50.000000 PM UTC","12-MAY-21 05.00.41.000000 PM UTC","4","Productivity loss",""
"4166","12-MAY-21 04.53.40.000000 PM UTC","12-MAY-21 05.03.12.000000 PM UTC","1","",""
"4167","12-MAY-21 05.06.24.000000 PM UTC","12-MAY-21 05.07.24.000000 PM UTC","4","Productivity loss",""
"4168","12-MAY-21 05.05.38.000000 PM UTC","12-MAY-21 05.07.37.000000 PM UTC","3","Productivity loss",""
"4169","12-MAY-21 05.14.52.000000 PM UTC","12-MAY-21 05.16.11.000000 PM UTC","5","Productivity loss",""
"4170","12-MAY-21 05.17.38.000000 PM UTC","12-MAY-21 05.19.29.000000 PM UTC","4","Productivity loss",""
"4171","12-MAY-21 05.20.14.000000 PM UTC","12-MAY-21 05.21.03.000000 PM UTC","4","Productivity loss",""
"4189","13-MAY-21 07.09.49.000000 AM UTC","13-MAY-21 07.11.36.000000 AM UTC","6","Productivity loss",""
"4192","13-MAY-21 06.59.30.000000 AM UTC","13-MAY-21 07.14.32.000000 AM UTC","5","",""
"4196","13-MAY-21 04.55.13.000000 AM UTC","13-MAY-21 07.20.23.000000 AM UTC","1","",""
"4198","13-MAY-21 07.20.23.000000 AM UTC","13-MAY-21 07.21.37.000000 AM UTC","1","Productivity loss",""
"4203","13-MAY-21 07.23.30.000000 AM UTC","13-MAY-21 07.24.32.000000 AM UTC","1","Productivity loss",""
"4204","13-MAY-21 07.24.32.000000 AM UTC","13-MAY-21 07.25.23.000000 AM UTC","1","Productivity loss",""
"4206","13-MAY-21 07.25.53.000000 AM UTC","13-MAY-21 07.26.54.000000 AM UTC","1","Productivity loss",""
"4212","13-MAY-21 07.34.21.000000 AM UTC","13-MAY-21 07.37.01.000000 AM UTC","1","Productivity loss",""
"4214","13-MAY-21 07.37.01.000000 AM UTC","13-MAY-21 07.38.17.000000 AM UTC","1","Productivity loss",""
"4215","13-MAY-21 07.38.42.000000 AM UTC","13-MAY-21 07.39.25.000000 AM UTC","5","Productivity loss",""
"4218","13-MAY-21 07.41.24.000000 AM UTC","13-MAY-21 07.43.36.000000 AM UTC","5","Productivity loss",""
"4219","13-MAY-21 07.26.09.000000 AM UTC","13-MAY-21 07.46.12.000000 AM UTC","9","",""
"4222","13-MAY-21 07.46.23.000000 AM UTC","13-MAY-21 07.47.05.000000 AM UTC","5","Productivity loss",""
"4226","13-MAY-21 07.48.42.000000 AM UTC","13-MAY-21 07.49.41.000000 AM UTC","9","Productivity loss",""
"4228","13-MAY-21 07.49.58.000000 AM UTC","13-MAY-21 07.50.49.000000 AM UTC","1","Productivity loss",""
"4231","13-MAY-21 07.51.50.000000 AM UTC","13-MAY-21 07.53.50.000000 AM UTC","1","Productivity loss",""
"4232","13-MAY-21 07.54.27.000000 AM UTC","13-MAY-21 07.56.54.000000 AM UTC","1","Productivity loss",""
"4236","13-MAY-21 08.02.56.000000 AM UTC","13-MAY-21 08.04.47.000000 AM UTC","1","Productivity loss",""
"4237","13-MAY-21 08.05.01.000000 AM UTC","13-MAY-21 08.06.42.000000 AM UTC","1","Productivity loss",""
"4239","13-MAY-21 08.00.55.000000 AM UTC","13-MAY-21 08.08.13.000000 AM UTC","6","",""
"4244","13-MAY-21 08.13.43.000000 AM UTC","13-MAY-21 08.14.35.000000 AM UTC","1","Productivity loss",""
"4245","13-MAY-21 08.13.49.000000 AM UTC","13-MAY-21 08.16.46.000000 AM UTC","5","Productivity loss",""
"4249","13-MAY-21 08.17.42.000000 AM UTC","13-MAY-21 08.18.25.000000 AM UTC","1","Productivity loss",""
"4250","13-MAY-21 08.18.25.000000 AM UTC","13-MAY-21 08.19.31.000000 AM UTC","1","Productivity loss",""
"4253","13-MAY-21 08.23.02.000000 AM UTC","13-MAY-21 08.23.47.000000 AM UTC","5","Productivity loss",""
"4254","13-MAY-21 08.23.46.000000 AM UTC","13-MAY-21 08.24.31.000000 AM UTC","1","Productivity loss",""
"4258","13-MAY-21 08.34.20.000000 AM UTC","13-MAY-21 08.36.10.000000 AM UTC","1","Productivity loss",""
"4263","13-MAY-21 08.49.49.000000 AM UTC","13-MAY-21 08.50.49.000000 AM UTC","9","Productivity loss",""
"4267","13-MAY-21 08.56.05.000000 AM UTC","13-MAY-21 08.57.14.000000 AM UTC","9","Productivity loss",""
"4275","13-MAY-21 09.11.13.000000 AM UTC","13-MAY-21 09.12.02.000000 AM UTC","1","Productivity loss",""
"4278","13-MAY-21 09.16.08.000000 AM UTC","13-MAY-21 09.17.00.000000 AM UTC","5","Productivity loss",""
"4279","13-MAY-21 09.18.41.000000 AM UTC","13-MAY-21 09.19.24.000000 AM UTC","1","Productivity loss",""
"4296","13-MAY-21 10.01.13.000000 AM UTC","13-MAY-21 10.03.44.000000 AM UTC","9","Productivity loss",""
"4305","13-MAY-21 10.27.04.000000 AM UTC","13-MAY-21 10.27.45.000000 AM UTC","1","Productivity loss",""
"4317","13-MAY-21 10.45.51.000000 AM UTC","13-MAY-21 10.46.42.000000 AM UTC","2","Productivity loss",""
"4318","13-MAY-21 10.48.25.000000 AM UTC","13-MAY-21 10.49.27.000000 AM UTC","9","Productivity loss",""
"4319","13-MAY-21 10.48.53.000000 AM UTC","13-MAY-21 10.50.32.000000 AM UTC","1","Productivity loss",""
"4320","13-MAY-21 10.50.51.000000 AM UTC","13-MAY-21 10.51.36.000000 AM UTC","1","Productivity loss",""
"4321","13-MAY-21 10.50.51.000000 AM UTC","13-MAY-21 10.52.08.000000 AM UTC","9","Productivity loss",""
"4322","13-MAY-21 10.51.36.000000 AM UTC","13-MAY-21 10.52.20.000000 AM UTC","1","Productivity loss",""
"4323","13-MAY-21 10.53.31.000000 AM UTC","13-MAY-21 10.54.14.000000 AM UTC","1","Productivity loss",""
"4324","13-MAY-21 10.54.43.000000 AM UTC","13-MAY-21 10.55.34.000000 AM UTC","1","Productivity loss",""
"4325","13-MAY-21 10.56.30.000000 AM UTC","13-MAY-21 10.58.37.000000 AM UTC","9","Productivity loss",""
"4326","13-MAY-21 10.57.58.000000 AM UTC","13-MAY-21 10.58.44.000000 AM UTC","3","Productivity loss",""
"4327","13-MAY-21 10.58.19.000000 AM UTC","13-MAY-21 10.59.08.000000 AM UTC","2","Productivity loss",""
"4330","13-MAY-21 11.01.09.000000 AM UTC","13-MAY-21 11.02.13.000000 AM UTC","9","Productivity loss",""
"4331","13-MAY-21 11.03.56.000000 AM UTC","13-MAY-21 11.04.43.000000 AM UTC","5","Productivity loss",""
"4332","13-MAY-21 11.07.10.000000 AM UTC","13-MAY-21 11.07.59.000000 AM UTC","3","Productivity loss",""
"4334","13-MAY-21 11.12.34.000000 AM UTC","13-MAY-21 11.13.24.000000 AM UTC","2","Productivity loss",""
"4336","13-MAY-21 11.20.40.000000 AM UTC","13-MAY-21 11.21.31.000000 AM UTC","9","Productivity loss",""
"4338","13-MAY-21 11.24.29.000000 AM UTC","13-MAY-21 11.28.02.000000 AM UTC","9","Productivity loss",""
"4339","13-MAY-21 11.29.15.000000 AM UTC","13-MAY-21 11.30.09.000000 AM UTC","9","Productivity loss",""
"4340","13-MAY-21 11.30.34.000000 AM UTC","13-MAY-21 11.31.18.000000 AM UTC","9","Productivity loss",""
"4341","13-MAY-21 11.32.49.000000 AM UTC","13-MAY-21 11.33.36.000000 AM UTC","3","Productivity loss",""
"4344","13-MAY-21 11.53.32.000000 AM UTC","13-MAY-21 11.54.39.000000 AM UTC","6","Productivity loss",""
"4378","13-MAY-21 01.23.12.000000 PM UTC","13-MAY-21 01.23.58.000000 PM UTC","2","Productivity loss",""
"4383","13-MAY-21 01.31.23.000000 PM UTC","13-MAY-21 01.32.04.000000 PM UTC","1","Productivity loss",""
"3991","12-MAY-21 12.50.53.000000 PM UTC","12-MAY-21 12.53.01.000000 PM UTC","8","Productivity loss",""
"3992","12-MAY-21 12.54.22.000000 PM UTC","12-MAY-21 12.55.07.000000 PM UTC","4","Productivity loss",""
"3994","12-MAY-21 12.57.38.000000 PM UTC","12-MAY-21 12.58.29.000000 PM UTC","2","Productivity loss",""
"3997","12-MAY-21 01.00.23.000000 PM UTC","12-MAY-21 01.01.28.000000 PM UTC","2","Productivity loss",""
"4002","12-MAY-21 01.03.12.000000 PM UTC","12-MAY-21 01.04.44.000000 PM UTC","4","Productivity loss",""
"4007","12-MAY-21 01.06.01.000000 PM UTC","12-MAY-21 01.07.49.000000 PM UTC","3","Productivity loss",""
"4009","12-MAY-21 01.08.27.000000 PM UTC","12-MAY-21 01.09.10.000000 PM UTC","7","Productivity loss",""
"4019","12-MAY-21 01.19.07.000000 PM UTC","12-MAY-21 01.20.06.000000 PM UTC","8","Productivity loss",""
"4121","12-MAY-21 02.54.48.000000 PM UTC","12-MAY-21 02.59.21.000000 PM UTC","1","Productivity loss",""
"4123","12-MAY-21 03.00.46.000000 PM UTC","12-MAY-21 03.01.29.000000 PM UTC","4","Productivity loss",""
"4124","12-MAY-21 03.04.51.000000 PM UTC","12-MAY-21 03.05.36.000000 PM UTC","2","Productivity loss",""
"4126","12-MAY-21 03.04.51.000000 PM UTC","12-MAY-21 03.06.14.000000 PM UTC","1","Productivity loss",""
"4130","12-MAY-21 03.06.38.000000 PM UTC","12-MAY-21 03.07.59.000000 PM UTC","5","Productivity loss",""
"4156","12-MAY-21 04.05.20.000000 PM UTC","12-MAY-21 04.20.01.000000 PM UTC","1","",""
"4158","12-MAY-21 04.05.11.000000 PM UTC","12-MAY-21 04.21.12.000000 PM UTC","3","",""
"4159","12-MAY-21 04.05.14.000000 PM UTC","12-MAY-21 04.25.20.000000 PM UTC","5","",""
"4160","12-MAY-21 04.25.33.000000 PM UTC","12-MAY-21 04.26.17.000000 PM UTC","4","Productivity loss",""
"4161","12-MAY-21 04.30.44.000000 PM UTC","12-MAY-21 04.31.47.000000 PM UTC","3","Productivity loss",""
"4183","13-MAY-21 04.55.13.000000 AM UTC","13-MAY-21 06.59.30.000000 AM UTC","5","",""
"4184","13-MAY-21 04.55.13.000000 AM UTC","13-MAY-21 06.59.35.000000 AM UTC","6","",""
"4186","13-MAY-21 04.55.13.000000 AM UTC","13-MAY-21 06.59.46.000000 AM UTC","8","",""
"4246","13-MAY-21 08.15.02.000000 AM UTC","13-MAY-21 08.16.58.000000 AM UTC","1","Productivity loss",""
"4285","13-MAY-21 09.28.30.000000 AM UTC","13-MAY-21 09.42.11.000000 AM UTC","3","",""
"4288","13-MAY-21 09.28.11.000000 AM UTC","13-MAY-21 09.43.45.000000 AM UTC","6","",""
"4291","13-MAY-21 09.51.08.000000 AM UTC","13-MAY-21 09.53.06.000000 AM UTC","9","Productivity loss",""
"4293","13-MAY-21 09.53.36.000000 AM UTC","13-MAY-21 09.54.18.000000 AM UTC","1","Productivity loss",""
"4298","13-MAY-21 10.06.05.000000 AM UTC","13-MAY-21 10.07.19.000000 AM UTC","1","Productivity loss",""
"4299","13-MAY-21 10.08.06.000000 AM UTC","13-MAY-21 10.09.42.000000 AM UTC","1","Productivity loss",""
"4301","13-MAY-21 10.21.35.000000 AM UTC","13-MAY-21 10.22.23.000000 AM UTC","5","Productivity loss",""
"4303","13-MAY-21 10.22.55.000000 AM UTC","13-MAY-21 10.24.17.000000 AM UTC","1","Productivity loss",""
"4307","13-MAY-21 10.27.58.000000 AM UTC","13-MAY-21 10.28.46.000000 AM UTC","1","Productivity loss",""
"4329","13-MAY-21 11.00.36.000000 AM UTC","13-MAY-21 11.01.20.000000 AM UTC","6","Productivity loss",""
"4342","13-MAY-21 11.34.07.000000 AM UTC","13-MAY-21 11.34.49.000000 AM UTC","5","Productivity loss",""
"4343","13-MAY-21 11.52.18.000000 AM UTC","13-MAY-21 11.53.28.000000 AM UTC","6","Productivity loss",""
"4379","13-MAY-21 01.23.55.000000 PM UTC","13-MAY-21 01.25.24.000000 PM UTC","1","Productivity loss",""
"4380","13-MAY-21 01.26.32.000000 PM UTC","13-MAY-21 01.27.24.000000 PM UTC","6","Productivity loss",""
"4384","13-MAY-21 01.35.07.000000 PM UTC","13-MAY-21 01.35.52.000000 PM UTC","1","Productivity loss",""
"4389","13-MAY-21 01.45.57.000000 PM UTC","13-MAY-21 01.47.58.000000 PM UTC","9","Productivity loss",""
"4391","13-MAY-21 01.49.32.000000 PM UTC","13-MAY-21 01.50.13.000000 PM UTC","1","Productivity loss",""
"4393","13-MAY-21 01.51.49.000000 PM UTC","13-MAY-21 01.53.00.000000 PM UTC","9","Productivity loss",""
"4397","13-MAY-21 01.57.29.000000 PM UTC","13-MAY-21 01.58.21.000000 PM UTC","3","Productivity loss",""
"4399","13-MAY-21 02.01.40.000000 PM UTC","13-MAY-21 02.02.33.000000 PM UTC","1","Productivity loss",""
"4403","13-MAY-21 01.52.53.000000 PM UTC","13-MAY-21 02.10.26.000000 PM UTC","6","",""
"4404","13-MAY-21 02.08.34.000000 PM UTC","13-MAY-21 02.11.00.000000 PM UTC","9","Productivity loss",""
"4405","13-MAY-21 02.13.30.000000 PM UTC","13-MAY-21 02.14.17.000000 PM UTC","3","Productivity loss",""
"4406","13-MAY-21 02.11.59.000000 PM UTC","13-MAY-21 02.18.16.000000 PM UTC","9","",""
"4407","13-MAY-21 02.20.47.000000 PM UTC","13-MAY-21 02.21.54.000000 PM UTC","9","Productivity loss",""
"4408","13-MAY-21 02.22.45.000000 PM UTC","13-MAY-21 02.24.06.000000 PM UTC","9","Productivity loss",""
"4409","13-MAY-21 02.28.53.000000 PM UTC","13-MAY-21 02.29.57.000000 PM UTC","9","Productivity loss",""
"4410","13-MAY-21 02.30.59.000000 PM UTC","13-MAY-21 02.32.56.000000 PM UTC","1","Productivity loss",""
"4411","13-MAY-21 02.32.28.000000 PM UTC","13-MAY-21 02.34.23.000000 PM UTC","9","Productivity loss",""
"4412","13-MAY-21 02.33.13.000000 PM UTC","13-MAY-21 02.35.09.000000 PM UTC","1","Productivity loss",""
"4413","13-MAY-21 02.33.49.000000 PM UTC","13-MAY-21 02.35.10.000000 PM UTC","3","Productivity loss",""
"4414","13-MAY-21 02.43.34.000000 PM UTC","13-MAY-21 02.45.03.000000 PM UTC","1","Productivity loss",""
"4415","13-MAY-21 02.44.32.000000 PM UTC","13-MAY-21 02.45.25.000000 PM UTC","2","Productivity loss",""
"4416","13-MAY-21 02.44.40.000000 PM UTC","13-MAY-21 02.45.28.000000 PM UTC","3","Productivity loss",""
"4417","13-MAY-21 02.45.19.000000 PM UTC","13-MAY-21 02.46.53.000000 PM UTC","1","Productivity loss",""
"4418","13-MAY-21 02.47.22.000000 PM UTC","13-MAY-21 02.48.13.000000 PM UTC","3","Productivity loss",""
"4419","13-MAY-21 02.46.53.000000 PM UTC","13-MAY-21 02.48.50.000000 PM UTC","1","Productivity loss",""
"4420","13-MAY-21 02.48.50.000000 PM UTC","13-MAY-21 02.49.59.000000 PM UTC","1","Productivity loss",""
"4421","13-MAY-21 02.48.36.000000 PM UTC","13-MAY-21 02.50.57.000000 PM UTC","3","Productivity loss",""
"4422","13-MAY-21 02.50.27.000000 PM UTC","13-MAY-21 02.51.09.000000 PM UTC","1","Productivity loss",""
"4423","13-MAY-21 02.49.30.000000 PM UTC","13-MAY-21 02.51.29.000000 PM UTC","2","Productivity loss",""
"4424","13-MAY-21 02.51.09.000000 PM UTC","13-MAY-21 02.53.01.000000 PM UTC","1","Productivity loss",""
"4425","13-MAY-21 02.53.40.000000 PM UTC","13-MAY-21 02.54.57.000000 PM UTC","1","Productivity loss",""
"4426","13-MAY-21 02.54.57.000000 PM UTC","13-MAY-21 02.57.08.000000 PM UTC","1","Productivity loss",""
"4427","13-MAY-21 02.57.26.000000 PM UTC","13-MAY-21 02.58.31.000000 PM UTC","1","Productivity loss",""
"4428","13-MAY-21 02.58.20.000000 PM UTC","13-MAY-21 02.59.04.000000 PM UTC","2","Productivity loss",""
"4429","13-MAY-21 02.58.53.000000 PM UTC","13-MAY-21 02.59.45.000000 PM UTC","3","Productivity loss",""
"4430","13-MAY-21 02.59.21.000000 PM UTC","13-MAY-21 03.00.29.000000 PM UTC","1","Productivity loss",""
"4431","13-MAY-21 03.04.31.000000 PM UTC","13-MAY-21 03.05.36.000000 PM UTC","1","Productivity loss",""
"4432","13-MAY-21 03.06.39.000000 PM UTC","13-MAY-21 03.08.20.000000 PM UTC","1","Productivity loss",""
"4433","13-MAY-21 03.08.20.000000 PM UTC","13-MAY-21 03.09.37.000000 PM UTC","1","Productivity loss",""
"4434","13-MAY-21 03.09.58.000000 PM UTC","13-MAY-21 03.10.46.000000 PM UTC","1","Productivity loss",""
"4435","13-MAY-21 03.09.57.000000 PM UTC","13-MAY-21 03.10.59.000000 PM UTC","2","Productivity loss",""
"4436","13-MAY-21 03.08.57.000000 PM UTC","13-MAY-21 03.11.38.000000 PM UTC","3","Productivity loss",""
"4437","13-MAY-21 02.41.40.000000 PM UTC","13-MAY-21 03.11.54.000000 PM UTC","9","",""
"4438","13-MAY-21 03.10.46.000000 PM UTC","13-MAY-21 03.12.31.000000 PM UTC","1","Productivity loss",""
"4439","13-MAY-21 03.11.42.000000 PM UTC","13-MAY-21 03.13.49.000000 PM UTC","3","Productivity loss",""
"4440","13-MAY-21 03.14.05.000000 PM UTC","13-MAY-21 03.15.37.000000 PM UTC","3","Productivity loss",""
"4441","13-MAY-21 03.15.55.000000 PM UTC","13-MAY-21 03.17.24.000000 PM UTC","3","Productivity loss",""
"4442","13-MAY-21 03.17.24.000000 PM UTC","13-MAY-21 03.18.33.000000 PM UTC","3","Productivity loss",""
"4443","13-MAY-21 03.17.32.000000 PM UTC","13-MAY-21 03.18.35.000000 PM UTC","2","Productivity loss",""
"4444","13-MAY-21 03.18.10.000000 PM UTC","13-MAY-21 03.19.01.000000 PM UTC","1","Productivity loss",""
"4445","13-MAY-21 03.20.22.000000 PM UTC","13-MAY-21 03.21.16.000000 PM UTC","1","Productivity loss",""
"4446","13-MAY-21 03.19.49.000000 PM UTC","13-MAY-21 03.21.30.000000 PM UTC","2","Productivity loss",""
"4447","13-MAY-21 03.21.16.000000 PM UTC","13-MAY-21 03.22.04.000000 PM UTC","1","Productivity loss",""
"4448","13-MAY-21 03.23.44.000000 PM UTC","13-MAY-21 03.24.25.000000 PM UTC","1","Productivity loss",""
"4449","13-MAY-21 03.26.10.000000 PM UTC","13-MAY-21 03.26.57.000000 PM UTC","3","Productivity loss",""
"4450","13-MAY-21 03.26.41.000000 PM UTC","13-MAY-21 03.27.37.000000 PM UTC","1","Productivity loss",""
"4451","13-MAY-21 03.28.47.000000 PM UTC","13-MAY-21 03.29.35.000000 PM UTC","2","Productivity loss",""
"4452","13-MAY-21 03.29.01.000000 PM UTC","13-MAY-21 03.30.06.000000 PM UTC","1","Productivity loss",""
"4453","13-MAY-21 02.22.16.000000 PM UTC","13-MAY-21 03.31.43.000000 PM UTC","6","",""
"4454","13-MAY-21 03.30.22.000000 PM UTC","13-MAY-21 03.32.19.000000 PM UTC","2","Productivity loss",""
"4455","13-MAY-21 03.30.02.000000 PM UTC","13-MAY-21 03.32.23.000000 PM UTC","3","Productivity loss",""
"4456","13-MAY-21 03.32.30.000000 PM UTC","13-MAY-21 03.33.13.000000 PM UTC","1","Productivity loss",""
"4457","13-MAY-21 03.33.46.000000 PM UTC","13-MAY-21 03.34.31.000000 PM UTC","6","Productivity loss",""
"4458","13-MAY-21 03.34.16.000000 PM UTC","13-MAY-21 03.35.12.000000 PM UTC","3","Productivity loss",""
"4459","13-MAY-21 03.34.36.000000 PM UTC","13-MAY-21 03.35.26.000000 PM UTC","6","Productivity loss",""
"4460","13-MAY-21 03.34.19.000000 PM UTC","13-MAY-21 03.35.42.000000 PM UTC","1","Productivity loss",""
"4461","13-MAY-21 03.35.56.000000 PM UTC","13-MAY-21 03.36.41.000000 PM UTC","1","Productivity loss",""
"4462","13-MAY-21 03.35.27.000000 PM UTC","13-MAY-21 03.36.50.000000 PM UTC","2","Productivity loss",""
"4463","13-MAY-21 03.39.39.000000 PM UTC","13-MAY-21 03.40.37.000000 PM UTC","1","Productivity loss",""
"4464","13-MAY-21 03.38.40.000000 PM UTC","13-MAY-21 03.40.55.000000 PM UTC","2","Productivity loss",""
"4465","13-MAY-21 03.41.29.000000 PM UTC","13-MAY-21 03.42.41.000000 PM UTC","6","Productivity loss",""
"4466","13-MAY-21 03.42.56.000000 PM UTC","13-MAY-21 03.44.01.000000 PM UTC","1","Productivity loss",""
"4467","13-MAY-21 03.44.21.000000 PM UTC","13-MAY-21 03.45.25.000000 PM UTC","1","Productivity loss",""
"4468","13-MAY-21 03.46.18.000000 PM UTC","13-MAY-21 03.47.03.000000 PM UTC","2","Productivity loss",""
"4469","13-MAY-21 03.47.20.000000 PM UTC","13-MAY-21 03.48.39.000000 PM UTC","1","Productivity loss",""
"4470","13-MAY-21 03.48.47.000000 PM UTC","13-MAY-21 03.49.29.000000 PM UTC","3","Productivity loss",""
"4471","13-MAY-21 03.51.06.000000 PM UTC","13-MAY-21 03.52.11.000000 PM UTC","6","Productivity loss",""
"4472","13-MAY-21 03.52.11.000000 PM UTC","13-MAY-21 03.52.56.000000 PM UTC","6","Productivity loss",""
"4473","13-MAY-21 03.54.01.000000 PM UTC","13-MAY-21 03.56.08.000000 PM UTC","6","Productivity loss",""
"4474","13-MAY-21 03.55.05.000000 PM UTC","13-MAY-21 03.56.25.000000 PM UTC","2","Productivity loss",""
"4475","13-MAY-21 03.54.13.000000 PM UTC","13-MAY-21 03.57.13.000000 PM UTC","1","Productivity loss",""
"4476","13-MAY-21 03.54.26.000000 PM UTC","13-MAY-21 03.58.55.000000 PM UTC","3","Productivity loss",""
"4477","13-MAY-21 03.58.31.000000 PM UTC","13-MAY-21 03.59.15.000000 PM UTC","1","Productivity loss",""
"4478","13-MAY-21 03.58.37.000000 PM UTC","13-MAY-21 03.59.27.000000 PM UTC","2","Productivity loss",""
"4479","13-MAY-21 03.58.59.000000 PM UTC","13-MAY-21 04.00.33.000000 PM UTC","3","Productivity loss",""
"4480","13-MAY-21 04.00.13.000000 PM UTC","13-MAY-21 04.00.55.000000 PM UTC","1","Productivity loss",""
"4481","13-MAY-21 04.01.31.000000 PM UTC","13-MAY-21 04.02.19.000000 PM UTC","2","Productivity loss",""
"4482","13-MAY-21 04.02.01.000000 PM UTC","13-MAY-21 04.02.43.000000 PM UTC","3","Productivity loss",""
